N,M,sparsity,naive_time,blas_time,opt_time,naive_speedup,blas_speedup,opt_speedup
9050,100,0.00010929,4619583,363291,192500,1,12.72,24
9060,100,0.00010917,4604333,357500,192625,1,12.88,23.9
9070,100,0.000109051,4696791,378833,196167,1,12.4,23.94
9080,100,0.000108932,4631917,357792,193666,1,12.95,23.92
9090,100,0.000108814,4641583,392500,196167,1,11.83,23.66
9100,100,0.000108696,4914250,392542,196208,1,12.52,25.05
9110,100,0.000108578,4696708,373292,208042,1,12.58,22.58
9120,100,0.00010846,4648625,344708,193917,1,13.49,23.97
9130,100,0.000108342,4652833,377833,194459,1,12.31,23.93
9140,100,0.000108225,4659250,332875,193833,1,14,24.04
9150,100,0.000108108,4712292,345458,194250,1,13.64,24.26
9160,100,0.000107991,4682625,402959,194959,1,11.62,24.02
9170,100,0.000107875,4663792,379041,195333,1,12.3,23.88
9180,100,0.000107759,4680250,351792,195541,1,13.3,23.93
9190,100,0.000107643,4710250,420167,195458,1,11.21,24.1
9200,100,0.000107527,4750000,379209,196625,1,12.53,24.16
9210,100,0.000107411,4699542,383375,216625,1,12.26,21.69
9220,100,0.000107296,4739833,342292,206583,1,13.85,22.94
9230,100,0.000107181,4712958,354833,195416,1,13.28,24.12
9240,100,0.000107066,4728834,377417,196709,1,12.53,24.04
9250,100,0.000106952,4745875,363708,196625,1,13.05,24.14
9260,100,0.000106838,4729083,379125,208833,1,12.47,22.65
9270,100,0.000106724,4719417,371792,207959,1,12.69,22.69
9280,100,0.00010661,4736917,374875,202583,1,12.64,23.38
9290,100,0.000106496,4739542,366834,205125,1,12.92,23.11
9300,100,0.000106383,4779500,367584,200125,1,13,23.88
9310,100,0.00010627,4741459,356708,203542,1,13.29,23.29
9320,100,0.000106157,4757250,373875,198041,1,12.72,24.02
9330,100,0.000106045,4742208,384833,206917,1,12.32,22.92
9340,100,0.000105932,4774750,373375,198750,1,12.79,24.02
9350,100,0.00010582,4812209,365542,198583,1,13.16,24.23
9360,100,0.000105708,4773250,384041,199458,1,12.43,23.93
9370,100,0.000105597,4762125,376334,200625,1,12.65,23.74
9380,100,0.000105485,4781583,361750,202208,1,13.22,23.65
9390,100,0.000105374,4801584,368667,200083,1,13.02,24
9400,100,0.000105263,4805250,403708,200833,1,11.9,23.93
9410,100,0.000105152,4820125,376542,200167,1,12.8,24.08
9420,100,0.000105042,4986708,364667,210458,1,13.67,23.69
9430,100,0.000104932,4793792,387167,200209,1,12.38,23.94
9440,100,0.000104822,5489000,359541,214708,1,15.27,25.56
9450,100,0.000104712,4805958,364125,201250,1,13.2,23.88
9460,100,0.000104603,4811875,443083,201417,1,10.86,23.89
9470,100,0.000104493,4828542,378625,200750,1,12.75,24.05
9480,100,0.000104384,4875500,379709,204000,1,12.84,23.9
9490,100,0.000104275,4876292,371667,202125,1,13.12,24.13
9500,100,0.000104167,4841583,372791,206000,1,12.99,23.5
9510,100,0.000104058,4846500,352416,207084,1,13.75,23.4
9520,100,0.00010395,4841459,370292,202500,1,13.07,23.91
9530,100,0.000103842,4875334,377500,206250,1,12.91,23.64
9540,100,0.000103734,4860125,401209,202375,1,12.11,24.02
9550,100,0.000103627,4856917,435208,202875,1,11.16,23.94
9560,100,0.00010352,4854959,381709,202333,1,12.72,23.99
9570,100,0.000103413,4954209,377333,205416,1,13.13,24.12
9580,100,0.000103306,4897958,368583,203333,1,13.29,24.09
9590,100,0.000103199,5032166,378042,207209,1,13.31,24.29
9600,100,0.000103093,4893000,376417,207166,1,13,23.62
9610,100,0.000102987,4891208,366917,204584,1,13.33,23.91
9620,100,0.000102881,4893500,384417,211375,1,12.73,23.15
9630,100,0.000102775,4905333,396292,206583,1,12.38,23.75
9640,100,0.000102669,4906208,407083,216750,1,12.05,22.64
9650,100,0.000102564,4907292,361083,208041,1,13.59,23.59
9660,100,0.000102459,4908709,463125,207959,1,10.6,23.6
9670,100,0.000102354,4910667,374625,205208,1,13.11,23.93
9680,100,0.000102249,5006250,368666,205959,1,13.58,24.31
9690,100,0.000102145,4952917,379042,205916,1,13.07,24.05
9700,100,0.000102041,4970292,389000,205959,1,12.78,24.13
9710,100,0.000101937,5000042,388792,206667,1,12.86,24.19
9720,100,0.000101833,5004917,448791,213375,1,11.15,23.46
9730,100,0.000101729,4948042,394084,206875,1,12.56,23.92
9740,100,0.000101626,4963875,401500,210542,1,12.36,23.58
9750,100,0.000101523,4953167,396542,209958,1,12.49,23.59
9760,100,0.00010142,4959333,382292,210334,1,12.97,23.58
9770,100,0.000101317,5328750,1044541,213250,1,5.1,24.99
9780,100,0.000101215,4989875,386625,207875,1,12.91,24
9790,100,0.000101112,4970416,386875,220167,1,12.85,22.58
9800,100,0.00010101,4977208,400958,211542,1,12.41,23.53
9810,100,0.000100908,4983459,373125,212834,1,13.36,23.41
9820,100,0.000100806,4966417,383709,250666,1,12.94,19.81
9830,100,0.000100705,4970875,385208,208166,1,12.9,23.88
9840,100,0.000100604,5133875,380417,208375,1,13.5,24.64
9850,100,0.000100503,4996500,401583,209125,1,12.44,23.89
9860,100,0.000100402,5003041,380584,214709,1,13.15,23.3
9870,100,0.000100301,5015958,417333,209208,1,12.02,23.98
9880,100,0.0001002,5014792,394000,210125,1,12.73,23.87
9890,100,0.0001001,5013834,406333,209500,1,12.34,23.93
9900,100,0.0001,5022000,382250,209625,1,13.14,23.96
9910,100,9.99001e-05,5073333,405667,210625,1,12.51,24.09
9920,100,9.98004e-05,5027541,390542,210875,1,12.87,23.84
9930,100,9.97009e-05,5038541,407292,214208,1,12.37,23.52
9940,100,9.96016e-05,5062208,392125,212875,1,12.91,23.78
9950,100,9.95025e-05,5041750,451792,211083,1,11.16,23.89
9960,100,9.94036e-05,5052333,413875,223667,1,12.21,22.59
9970,100,9.93049e-05,5009375,413042,216167,1,12.13,23.17
9980,100,9.92063e-05,5066625,393208,211375,1,12.89,23.97
9990,100,9.9108e-05,5085791,404042,220625,1,12.59,23.05
10000,100,9.90099e-05,5067625,385000,211458,1,13.16,23.97
